uid,species,gene_names,description,term_ids,gene_display_name,color
4659,ath,AT2G45350,Plants have impaired NDH (chloroplast Na(P)DH dehydrogenase) activity. They do not display any phenotype in photosynthetic electron transport.  NdhH is almost undetectable in this mutant. Plants are defective in RNA edition of the initiation codon of ndhD. Plants have impaired NDH (chloroplast Na(P)DH dehydrogenase) activity. They do not display any phenotype in photosynthetic electron transport.  A trace level of the protein NdhH is detectable in this mutant. Plants are defective in the RNA editing of the initiation codon of ndhD. Plants have impaired NDH (chloroplast Na(P)DH dehydrogenase) activity. They do not display any phenotype in photosynthetic electron transport. The NdhH level is mildly affected in these plants (25-50%). Plants are defective in the RNA editing of the initiation codon of ndhD.,GO:0016556|GO:0005773,AT2G45350,#DAF7A6
5316,ath,AT4G32730|PC-MYB1|MYB3R-1|ATMYB3R-1|ATMYB3R1|MYB3R1|MYB DOMAIN PROTEIN 3R1|A. thaliana MYB domain protein 3R1|C-MYB-LIKE TRANSCRIPTION FACTOR 3R-1|F4D11.70|F4D11_70,"No visible phenotype. Defective cytokinesis was found in embryo,  most frequently during the first or second division after fertilization: these embryos were rod- or club-shaped and contained multiple nuclei that were not separated by cell walls.",GO:0006355|GO:0003713|PO:0000013|PO:0000037|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020038|PO:0020100|PO:0025022|PO:0000014|PO:0003011|PO:0020030|PO:0020132|PO:0000293|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007115|PO:0007611|PO:0007616,AT4G32730,#DAF7A6
6022,ath,EMB1172,embryo defective; terminal embryo phenotype: cotyledon stage.,GO:0003674|GO:0008150|GO:0005575,EMB1172,#DAF7A6
7464,ath,PDE216,pigment defective embryo; albino embryo.,GO:0003674|GO:0005575|GO:0008150,PDE216,#DAF7A6
1427,ath,At4g30930|NFD1|AT4G30930|AT3G51880|HMGB1|AtHMGB1|high mobility group B1|NUCLEOSOME/CHROMATIN ASSEMBLY FACTOR D1|ATEM1.13|NUCLEAR FUSION DEFECTIVE 1|AT4G30925|AT3G51880.1|AT3G51880.2|AT3G51880.3,"Embryo defective (inferred). Female gametophyte defective. Male gametophyte defective. Defective in fusion of the polar nuclei during female gametophyte development; female gametophytes are also defective in karyogamy during double fertilization, sperm nuclei are persistent within both the egg cell and the central cell, and the endosperm is undivided.",GO:0003677|GO:0005634|GO:0005829|GO:0000790|GO:0000741|GO:0009567|GO:0009555|GO:0005739|GO:0009553|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,At4g30930,#DAF7A6
1794,ath,At5g55760|SRT2|AT5G09230|AtSRT2|sirtuin 2|T2K12.8,Resistant to disease. Weak ethylene insensitivity- slightly increased root length when plants grown in the presence of 1micromolar ACC.,GO:0042742|GO:0031348|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g55760,#DAF7A6
3969,ath,AT1G09560|GLP5|PDGLP1|germin-like protein 5|PLASMODESMAL GERMIN-LIKE PROTEIN 1|F14J9.22|F14J9_22,No increased tolerance to arsenic compared to wild type.,GO:0010497|GO:0005634|GO:0009409|GO:0009506|GO:0005618|GO:2000280|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000252|PO:0006085|PO:0020149|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016,AT1G09560,#DAF7A6
7399,ath,PDE118,pigment defective embryo; albino embryo.,GO:0005575|GO:0003674|GO:0008150,PDE118,#DAF7A6
5442,ath,AT5G09820|FBN5|Fibrillin5|MYH9.3|MYH9_3,Seedling-lethal.,GO:0009507|GO:0008150|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0000014|PO:0000056|PO:0025471|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,AT5G09820,#DAF7A6
494,ath,At4g27750|ISI1|AT4G27750|IMPAIRED SUCROSE INDUCTION 1|T29A15.240|T29A15_240,Dwarf. Reduced fertility. The muatant showed a reduction in the sucrose-induced expression of the starch biosynthetic gene ApL3.,GO:0009745|GO:0006109|PO:0005417|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0004006|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,At4g27750,#DAF7A6
3902,ath,AT1G02780|emb2386|embryo defective 2386|T14P4.34|AT1G02780.1,embryo defective; developmental arrest of mutant embryos.,GO:0022626|GO:0005730|GO:0022625|GO:0016020|GO:0005829|GO:0009506|GO:0005886|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131,AT1G02780,#DAF7A6
5074,ath,AT4G01430|UMAMIT29|Usually multiple acids move in and out Transporters 29|F3D13.4|F3D13_4,Significantly elevated levels of amino acids in the seeds. Reduced seed volume.,PO:0000013|PO:0000037|PO:0000230|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020100|PO:0025022|PO:0025281|PO:0000293|PO:0000034|PO:0001078|PO:0001185|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT4G01430,#DAF7A6
4250,ath,AT1G62350|AT1G62350.1|F24O1.37|F24O1_37,Flowers lack petals; increased number of lateral inflorescences; reduced fertility in lower inflorescences; average height = 45 cm.,GO:0003674|GO:0008150|PO:0000037|PO:0000293,AT1G62350,#DAF7A6
739,ath,At2g47620|AtSWI3A,Embryo defective. Gametophyte defective.,,At2g47620,#DAF7A6
116,ath,At1g12840|DET3|AT1G12840|ATVHA-C|DE-ETIOLATED 3|ARABIDOPSIS THALIANA VACUOLAR ATP SYNTHASE SUBUNIT C|F13K23.9|F13K23_9|VACUOLAR ATP SYNTHASE SUBUNIT C|AT1G12840.1,"Abnormal seedling growth in the dark. Insensitive to brassinosteroids. dark-grown seedlings have light-grown morphology, develop true leaves and no chloroplasts, etioplasts are rich in starch granules, and light regulated genes are not expressed in dark; when grown in light, plants are short and have reduced apical dominance.",GO:0005773|GO:0005774|GO:0009826|GO:0046961|GO:0009507|GO:0005794|GO:0005886|GO:0043255|GO:0000221|GO:0000325|GO:0009809|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0005052|PO:0000005|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001016|PO:0001017|PO:0001170,At1g12840,#DAF7A6
5676,ath,AT5G49680|AT5G49680.2,"Pollen tube growth was altered. Pollen tubes were shorter, often having branched appearance and peculiar kinky shape. Also, callose plugs were rare or absent in mutant pollen tubes, compared to the wild type. Despite morphological aberrations, twisted pollen tube appeared to have same ultrastructural features as the wild type pollen tubes. Migration of the male germ unit to the pollen tube occurred at approximately the same time in mutants and in the wild type. Homozygous progeny showed shorter and thicker root hairs. No other significant visible phenotype changes were observed. Pollen tube growth was altered. Pollen tubes were shorter, often having branched appearance and peculiar kinky shape. Also, callose plugs were rare or absent in mutant pollen tubes, compared to the wild type. Despite morphological aberrations, twisted pollen tube appeared to have same ultrastructural features as the wild type pollen tubes. Migration of the male germ unit to the pollen tube occurred at approximately the same time in mutants and in the wild type. Homozygous progeny showed shorter and thicker root hairs. Seed set and the silique size were reduced in kip-2 mutants. No other significant visible phenotype changes were observed. Adult mutant plants were three to four times smaller than single mutant, sab plants. Roots of double mutant were shorter than roots of sab mutant. Radial organization of the root was similar to the roots of sab mutant. Root hairs were thicker that in wild type or sab mutant. Pollen grains from double mutant plants rarely germinated in vitro, and when they did, the pollen tubes were shorter and twisted.",PO:0000013|PO:0000037|PO:0008019|PO:0009005|PO:0009009|PO:0009010|PO:0009025|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,AT5G49680,#DAF7A6
2192,ath,At1g67370|ASY1|AT1G67370|ATASY1|ASYNAPTIC 1|F1N21.19,"Defects in meiosis. Severely reduced fertility. The  chromosome fragmentation phenotype of the asy1/  Atrad51 double mutant is indistinguishable from that of  the Atrad51 mutant. . Defective in meiotic double strand break formation.  Fewer chiasmata formed per cell compared to the wild type cells. Despite no apparent defect in DNA double-strand breaks formation in asy1, DNA cross-over  formation is severely compromised. . Mutant  lines showed identical asynaptic and chiasma frequency  phenotypes. .",GO:0000794|GO:0051026|GO:0007129|GO:0005654|GO:0000785|GO:0005694|PO:0000037|PO:0009005|PO:0009009|PO:0009010|PO:0009046|PO:0020100|PO:0001078|PO:0004507|PO:0007611,At1g67370,#DAF7A6
4281,ath,AT1G65880,Decrease in benzoyloxyglucosinolates.,GO:0005777|GO:0019761|GO:0018858,AT1G65880,#DAF7A6
6164,ath,EMB1337,embryo defective; terminal embryo phenotype: cotyledon stage.,GO:0005575|GO:0003674|GO:0008150,EMB1337,#DAF7A6
5884,ath,EGS2,no longer expressing rolB gene silencing; kanamycin resistant; wild type in appearance; some of first flowers may be sterile.,GO:0003674|GO:0005575,EGS2,#DAF7A6
1927,ath,At4g28590|PDE333,Albino embryos. Seedling lethal (inferred from pigment defect).,,At4g28590,#DAF7A6
6217,ath,EMB1410,embryo defective; terminal embryo phenotype: globular stage.,GO:0008150|GO:0003674|GO:0005575,EMB1410,#DAF7A6
1192,ath,At1g68765|IDA|AT1G68765|INFLORESCENCE DEFICIENT IN ABSCISSION,"Floral organs fail to absciss. Sensitive to ethylene. Ethylene-sensitive mutant, floral organs remain attached to the plant body after the shedding of mature seeds, even though a floral abscission zone develops. No other developmental processes were affected. When grown on the medium containing ethylene (10 ppm), mutant seedlings response was limited to lack of abscission in senescenced floral organs. Except with regard to floral abscission, seedling response to ethylene was the same as in wild type.",GO:0005576|GO:0010102|GO:0045490|GO:0010468|GO:0010227|GO:0009723|PO:0006502|PO:0009029|PO:0009047|PO:0000293|PO:0007616,At1g68765,#DAF7A6
2431,ath,At3g26570|PHT2;1|AT3G26570|ORF02|phosphate transporter 2;1|MFE16.9,"Low phosphate levels in response to elevated phosphate. Small rosettes. Small rosettes, reduced Pi content.",GO:0009941|GO:0009507|GO:0006817|GO:0009673|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At3g26570,#DAF7A6
348,ath,At2g27040|AGO4|AT2G27040|OCP11|ARGONAUTE 4|OVEREXPRESSOR OF CATIONIC PEROXIDASE 11|T20P8.9|T20P8_9|AT2G27040.1,"Decreased DNA methylation. No visible phenotype. Wild type morphology; suppresses silencing of the Superman (SUP) gene, reactivating silent SUP alleles; decreases CpNpG and asymmetric DNA methylation as well as histone H3 lysine-9 methylation; blocks histone and DNA methylation and the accumulation of 25-nucleotide small interfering RNAs (siRNAs) that correspond to the retroelement AtSN1; lacks trichomes on stems and leaves. greater reduction in DNA methylation at endogenous targets such as AtSN1, MEA-ISR, AtREP2 and SIMPLEHAT2  and lower AtREP2 siRNA levels than in either of the single mutants. Enhanced disease susceptibility. Substantial decreases in DNA methylation at CpNpG and asymmetric sites but not at CpG sites with respect to the single mutants alone.",GO:0005719|GO:0009816|GO:0006306|GO:0051567|GO:0005515|GO:0035197|GO:0005730|GO:0015030|GO:0030422|GO:0006342|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0000293|PO:0005597|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At2g27040,#DAF7A6
553,ath,At5g04240|ELF6|AT5G04240|EARLY FLOWERING 6|F21E1.160|F21E1_160,"Early flowering. elf6-3 mutant seedlings do not have any obvious aberrant phenotypes under light-grown conditions, but they do have an early flowering phenotype. Adult plants have reduced cell elongation, manifested in a ~30% reduction in leaf petiole length, but their leaf width is similar to wild-type. The transcript levels of some BR-regulated genes are moderately reduced in elf6-3 mutants. H3K9me3 levels are elevated immediately upstream of the BR-responsive TCH4 gene in elf6-3 mutants. elf6-3 mutants flower earlier than wild type plants under long- and short-day conditions. elf6-1 mutants flower earlier than wild-type plants under long- and short-day conditions. elf6-4 mutants flower earlier than wild type plants under long- and short-day conditions.",GO:0005634|GO:0048579|GO:0005515|GO:0033169|GO:0009826|GO:0048577|GO:0009741|PO:0009025|PO:0020030|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,At5g04240,#DAF7A6
634,ath,At5g04810|AtPPR4,Embryo defective.,,At5g04810,#DAF7A6
1754,ath,At5g55630|AtKCO1,Reduced slow-activating vacuolar channel currents.,,At5g55630,#DAF7A6
7556,ath,VI,"somewhat compact plants; numerous, round, dark-green rosette leaves; short plants. dark green, round rosette leaves. dark green and round rosette leaves, 4.5 m.u. from gl-1. Increase in free-maltose content in leaves. Reduction in chlorophyll a and b content (7% and 34%, respectively). Reduction in free-sugar content (glucose, fructose and lactose).",GO:0015995|GO:0003674|GO:0010109|GO:0006551|GO:0005575,VI,#DAF7A6
2021,ath,At3g44110|J3|AT3G44110|ATJ1|AT1G28210|AtDjB1|F3H9.13|F3H9_13|ATJ|ATJ3|DNAJ homologue 3|F26G5.60|AT3G44110.1|AT3G44110.2,Sensitive to high pH. Sensitive to salt.,GO:0005886|GO:0005829|GO:0005730|GO:0009506|GO:0009651|GO:0043462|GO:0005618|GO:0009911|GO:0048573|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0025195|PO:0000293|PO:0000014|PO:0009001|PO:0000003|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,At3g44110,#DAF7A6
157,ath,At4g33330|GUX2|AT4G33330|PGSIP3|plant glycogenin-like starch initiation protein 3|glucuronic acid substitution of xylan 2|F17M5.90|F17M5_90,Abnormal xylan modification.,GO:0005794|GO:0080116|GO:0045492|GO:0010417|GO:0015020|GO:0009834|PO:0000230|PO:0009005|PO:0009046|PO:0000084|PO:0007611,At4g33330,#DAF7A6
5396,ath,AT5G03160|P58IPK|ATP58IPK|homolog of mamallian P58IPK|F15A17.190|F15A17_190|AT5G03160.1,same as smb-3 single mutant. Homozygotes have WT phenotype. Double homozygotes not obtained because of male gametophytic defect. embryo lethal.,GO:0005783|GO:0005886|GO:0005788|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0005052|PO:0025195|PO:0000191|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017,AT5G03160,#DAF7A6
5270,ath,AT4G26840|SUMO1|SUM1|SUMO 1|ATSUMO1|SMALL UBIQUITIN-LIKE MODIFIER 1|ARABIDOPSIS THALIANA SMALL UBIQUITIN-LIKE MODIFIER 1|F10M23.180|F10M23_180,No visible phenotype.,GO:0031386|GO:0016925|GO:0005515|GO:0005634|GO:0005737|GO:0009408|GO:0010286|GO:0043433|GO:0005829|PO:0000003|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,AT4G26840,#DAF7A6
4986,ath,AT3G52960|PrxIIE|peroxiredoxin-II-E|F8J2.130|AT3G52960.1,early senescence; accumulation of high levels of reactive oxygen species.,GO:0009507|GO:0009579|GO:0009570|GO:0018119|GO:0042742|GO:0009941|GO:0009505|GO:0009536|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0006339|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001170,AT3G52960,#DAF7A6
